Timestamp,Sensor_Temp_C,Sensor_Vibration_mm,Sensor_Voltage_V,Catastrophic_Failure
2023-01-01 00:00:00,66.49014245903369,1.0643010539025557,220.69657249533364,0.0
2023-01-01 01:00:00,64.58520709648644,1.1389001073892693,220.56664718507133,0.0
2023-01-01 02:00:00,66.94306561430207,1.0805237877909715,218.12696030838902,0.0
2023-01-01 03:00:00,69.56908956922408,1.2220836093892238,221.15916844352748,0.0
2023-01-01 04:00:00,64.29753987583,1.4394357062923826,217.01983464884677,0.0
2023-01-01 05:00:00,64.29758912915246,1.045791568571759,218.69163134847935,0.0
2023-01-01 06:00:00,69.73763844652217,1.4001640995536828,216.00182437420438,0.0
2023-01-01 07:00:00,67.30230418745873,1.0436655855306225,223.11725303392564,0.0
2023-01-01 08:00:00,63.591576842195146,1.0304745575006231,219.5369010121094,0.0
2023-01-01 09:00:00,66.6276801307579,1.3637189236686427,224.3337680696326,0.0
2023-01-01 10:00:00,63.60974692156261,1.3843872756015232,221.60589985303898,0.0
2023-01-01 11:00:00,63.60281073928923,1.3702819873525307,220.89619642670206,0.0
2023-01-01 12:00:00,65.7258868146981,0.9368405183563717,218.82754461143801,0.0
2023-01-01 13:00:00,59.260159266026605,1.1068098043855898,217.90729992862515,0.0
2023-01-01 14:00:00,59.8252465024609,1.3645977184006641,221.04594314779388,0.0
2023-01-01 15:00:00,63.31313741227708,1.2083083681127789,219.85697198145402,0.0
2023-01-01 16:00:00,61.96150663899673,0.9852614307605071,217.3214593690294,0.0
2023-01-01 17:00:00,65.94274199778582,1.2916635878250884,216.96628316698337,0.0
2023-01-01 18:00:00,62.275927773436365,1.057038548201706,218.08259254171284,0.0
2023-01-01 19:00:00,60.76308889599412,1.5589049696784425,223.64193445053246,0.0
2023-01-01 20:00:00,69.39694630676466,1.5089682924836516,224.4265558360226,0.0
2023-01-01 21:00:00,64.3226710985404,1.3208194852711135,220.40997829461782,0.0
2023-01-01 22:00:00,65.20258461406377,1.4722013409539547,220.29788559248257,0.0
2023-01-01 23:00:00,60.72575544135963,1.2129582700246762,219.32735925634097,0.0
2023-01-02 00:00:00,63.36685182642445,1.353087498875003,218.13102930338098,0.0
2023-01-02 01:00:00,65.3327677691296,1.495544059060415,222.75035811521448,0.0
2023-01-02 02:00:00,61.54701926773309,1.2490997363588625,223.74715278779428,0.0
2023-01-02 03:00:00,66.12709405503702,1.1489625656971432,218.21316182832143,0.0
2023-01-02 04:00:00,63.198083930243584,0.8590756083645767,219.8343232431508,0.0
2023-01-02 05:00:00,64.12491875062017,1.1833732948557012,219.10026739857966,0.0
2023-01-02 06:00:00,63.19488016331181,1.3646846369124623,219.15952185027004,0.0
2023-01-02 07:00:00,70.55683455352681,1.389126685513526,222.37181651085973,0.0
2023-01-02 08:00:00,64.9595083257862,1.3008730131436819,217.37607690926777,0.0
2023-01-02 09:00:00,61.826867213132296,1.091740181007552,220.93293938187261,0.0
2023-01-02 10:00:00,67.46763473630956,0.8046356862104818,221.45647621461174,0.0
2023-01-02 11:00:00,61.33746905008693,1.1009569803990529,219.71569765279636,0.0
2023-01-02 12:00:00,65.62659078501427,1.1391310257892098,221.78613565397356,0.0
2023-01-02 13:00:00,59.120989628360675,1.1374142065619972,220.2953036810749,0.0
2023-01-02 14:00:00,61.01544185330471,1.3237112713955848,222.43425984231223,0.0
2023-01-02 15:00:00,65.59058370760737,1.5971352822029679,216.9555893901483,0.0
2023-01-02 16:00:00,67.21539973998622,1.2247058403682185,219.30244947798627,0.0
2023-01-02 17:00:00,65.51410484356991,1.1566536421687077,219.85637371429794,0.0
2023-01-02 18:00:00,64.65305515283528,1.1481556373991815,214.6555852310573,0.0
2023-01-02 19:00:00,64.09668891323213,1.224876953381543,217.82809453284293,0.0
2023-01-02 20:00:00,60.56443402889772,1.0343412479303202,218.37280149128242,0.0
2023-01-02 21:00:00,62.84046737481587,1.224039711749211,221.8964119896467,0.0
2023-01-02 22:00:00,63.61808368712064,1.2901624672663599,218.5863133073708,0.0
2023-01-02 23:00:00,68.17136667865675,1.2419372127148975,218.36384202538804,0.0
2023-01-03 00:00:00,66.03085486870539,1.2915083868009563,221.6349715613124,0.0
2023-01-03 01:00:00,59.7108795339118,1.286749521869707,216.76417870841988,0.0
2023-01-03 02:00:00,65.97225190818439,0.8456206635507112,215.85751186511285,0.0
2023-01-03 03:00:00,63.84475315875105,1.3273740316790805,219.2768153998613,0.0
2023-01-03 04:00:00,62.96923399908212,1.0657970308675093,217.10458646384328,0.0
2023-01-03 05:00:00,66.8350288665226,0.9808321673992084,217.1806414106807,0.0
2023-01-03 06:00:00,68.09299856748785,0.9791096344290007,221.14686758337595,0.0
2023-01-03 07:00:00,67.7938403573486,1.286708322094506,221.75194767582516,0.0
2023-01-03 08:00:00,62.482347430332084,1.1554850145550293,221.57772843170426,0.0
2023-01-03 09:00:00,64.07236287244636,0.8636062432029178,222.21755332061446,0.0
2023-01-03 10:00:00,65.9937902942107,1.2956075630384567,222.48226864002962,0.0
2023-01-03 11:00:00,67.92663538136708,0.9120783738402345,215.74281958234613,0.0
2023-01-03 12:00:00,63.56247728646413,1.227964271703642,220.90082391985894,0.0
2023-01-03 13:00:00,64.44302307000855,1.2476997851346108,218.94078360086087,0.0
2023-01-03 14:00:00,61.68099507798192,1.377115416339009,218.50515150801914,0.0
